MONTH,FL_DATE,MKT_UNIQUE_CARRIER,MKT_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,1/19/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1640,67.00,0.00,,0.00,40.00,0.00,0.00,13.00
1,1/19/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1810,50.00,0.00,,0.00,0.00,0.00,0.00,41.00
1,1/19/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2141,-8.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,1625,625.00,0.00,,0.00,617.00,0.00,0.00,0.00
1,1/19/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0942,-8.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1130,-10.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,1446,339.00,0.00,,0.00,339.00,0.00,0.00,0.00
1,1/19/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,1634,320.00,0.00,,0.00,313.00,0.00,0.00,0.00
1,1/19/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,0613,-2.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,0926,731.00,0.00,,0.00,731.00,2.00,0.00,0.00
1,1/19/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,1608,19.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,1623,-6.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,1823,-10.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1424,37.00,0.00,,0.00,25.00,0.00,0.00,0.00
1,1/19/2026 12:00:00 AM,G4,1036,12223,1222305,32223,14112,1411206,33195,PIE,2129,2120,-9.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,G4,2626,14112,1411206,33195,12223,1222305,32223,HTS,1843,1834,-9.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1727,-10.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,2211,-8.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,1955,-10.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,1237,237.00,0.00,,0.00,0.00,0.00,0.00,211.00
1,1/19/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,1650,30.00,0.00,,0.00,30.00,3.00,0.00,0.00
1,1/19/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1419,2.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1807,-2.00,0.00,,0.00,15.00,0.00,0.00,0.00
1,1/19/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0649,-1.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1716,-7.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,1903,-9.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,0544,-5.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1029,-6.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1223,-1.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2147,-7.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,2345,185.00,0.00,,0.00,68.00,0.00,0.00,101.00
1,1/20/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1528,-5.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1709,-11.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2141,-8.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0558,-2.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0942,-8.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1127,-13.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,1003,56.00,0.00,,0.00,0.00,6.00,0.00,0.00
1,1/20/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,1211,57.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/20/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,1119,304.00,0.00,,0.00,295.00,0.00,0.00,0.00
1,1/20/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2245,90.00,0.00,,0.00,83.00,0.00,0.00,0.00
1,1/20/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,1645,56.00,0.00,,0.00,0.00,10.00,0.00,0.00
1,1/20/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,1654,25.00,0.00,,0.00,25.00,7.00,0.00,0.00
1,1/20/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,1858,25.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1425,38.00,0.00,,0.00,0.00,14.00,0.00,0.00
1,1/20/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1727,-10.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,2209,-10.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,2023,18.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,1033,113.00,0.00,,0.00,0.00,83.00,0.00,0.00
1,1/20/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,1729,69.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/20/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1435,18.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1810,1.00,0.00,,0.00,,,,
1,1/20/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0654,4.00,0.00,,0.00,4.00,71.00,0.00,0.00
1,1/21/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1718,-5.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,1919,7.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,0539,-10.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0738,-7.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1029,-6.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1221,-3.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2147,-7.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,2036,-4.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1525,-8.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1709,-11.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2141,-8.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0551,-9.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0943,-7.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1130,-10.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,0916,9.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,1106,-8.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,0641,26.00,0.00,,0.00,26.00,17.00,0.00,0.00
1,1/21/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2110,-5.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,1535,-14.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,1626,-3.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,1830,-3.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1345,-2.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1725,-12.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,2326,67.00,0.00,,0.00,0.00,0.00,0.00,56.00
1,1/21/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,2210,125.00,0.00,,0.00,0.00,0.00,0.00,111.00
1,1/21/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,0824,-16.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,1828,128.00,0.00,,0.00,0.00,31.00,0.00,128.00
1,1/21/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1418,1.00,0.00,,0.00,,,,
1,1/21/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1806,-3.00,0.00,,0.00,35.00,0.00,0.00,0.00
1,1/21/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0651,1.00,0.00,,0.00,1.00,29.00,0.00,0.00
1,1/22/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1717,-6.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,1859,-13.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,0538,-11.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0736,-9.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1031,-4.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1221,-3.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2146,-8.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,2046,6.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1525,-8.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1709,-11.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2142,-7.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0551,-9.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0944,-6.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1129,-11.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,0858,-9.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,1123,9.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,0615,0.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2111,-4.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,1542,-7.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,1640,11.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,1847,14.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1336,-11.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,G4,1245,12223,1222305,32223,14761,1476108,34761,SFB,1413,1440,27.00,0.00,,0.00,27.00,2.00,0.00,0.00
1,1/22/2026 12:00:00 AM,G4,1310,11027,1102705,31027,14761,1476108,34761,SFB,1550,1552,2.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,G4,2851,14761,1476108,34761,12223,1222305,32223,HTS,1130,1120,-10.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,G4,2923,14761,1476108,34761,11027,1102705,31027,CKB,1258,1251,-7.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,G4,504,12223,1222305,32223,11697,1169707,32467,FLL,2003,0034,271.00,0.00,,0.00,261.00,0.00,0.00,4.00
1,1/22/2026 12:00:00 AM,G4,509,11697,1169707,32467,12223,1222305,32223,HTS,1643,1648,5.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1844,67.00,0.00,,0.00,0.00,37.00,0.00,67.00
1,1/22/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,2201,-18.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,2038,33.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,1137,177.00,0.00,,0.00,153.00,0.00,0.00,0.00
1,1/22/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,1748,88.00,0.00,,0.00,69.00,0.00,0.00,0.00
1,1/22/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1529,72.00,0.00,,0.00,0.00,0.00,0.00,59.00
1,1/22/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1757,-12.00,0.00,,0.00,,,,
1,1/22/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0647,-3.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1718,-5.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,1901,-11.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,0537,-12.00,0.00,,0.00,0.00,28.00,0.00,0.00
1,1/23/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0745,0.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1036,1.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1230,6.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2148,-6.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2103,0936,753.00,0.00,,0.00,0.00,0.00,0.00,748.00
1,1/23/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1551,18.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1716,-4.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2141,-8.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0552,-8.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,1011,21.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1141,1.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,1204,177.00,0.00,,0.00,176.00,0.00,0.00,0.00
1,1/23/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,1409,175.00,0.00,,0.00,170.00,0.00,0.00,0.00
1,1/23/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,,,1.00,A,0.00,,,,
1,1/23/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2353,158.00,0.00,,0.00,0.00,169.00,0.00,0.00
1,1/23/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,2128,339.00,0.00,,0.00,0.00,327.00,0.00,0.00
1,1/23/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,1728,59.00,0.00,,0.00,48.00,0.00,0.00,0.00
1,1/23/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,1928,55.00,0.00,,0.00,41.00,0.00,0.00,0.00
1,1/23/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1948,361.00,0.00,,0.00,0.00,352.00,0.00,0.00
1,1/23/2026 12:00:00 AM,G4,1036,12223,1222305,32223,14112,1411206,33195,PIE,2129,2351,142.00,0.00,,0.00,0.00,0.00,0.00,137.00
1,1/23/2026 12:00:00 AM,G4,2626,14112,1411206,33195,12223,1222305,32223,HTS,1843,2110,147.00,0.00,,0.00,2.00,0.00,0.00,142.00
1,1/23/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1847,70.00,0.00,,0.00,0.00,14.00,0.00,70.00
1,1/23/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,2214,-5.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,1955,-10.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,0830,-10.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,1644,24.00,0.00,,0.00,,,,
1,1/23/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1550,93.00,0.00,,0.00,72.00,0.00,0.00,0.00
1,1/23/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,,,1.00,B,0.00,,,,
1,1/23/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0646,-4.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1718,-5.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,,,1.00,B,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0600,1126,326.00,0.00,,0.00,316.00,0.00,0.00,0.00
1,1/24/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0739,-6.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1030,1012,-18.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1219,1212,-7.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2204,,,1.00,B,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,1959,1952,-7.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,,,1.00,B,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,,,1.00,B,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2229,,,1.00,B,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0550,-10.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0943,-7.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1130,-10.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,0924,17.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,1125,11.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,1307,412.00,0.00,,0.00,408.00,0.00,0.00,0.00
1,1/24/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2027,,,1.00,B,0.00,,,,
1,1/24/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1600,1616,16.00,0.00,,0.00,16.00,6.00,0.00,0.00
1,1/24/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1440,53.00,0.00,,0.00,39.00,0.00,0.00,0.00
1,1/24/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1811,34.00,0.00,,0.00,0.00,37.00,0.00,34.00
1,1/24/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,,,1.00,B,0.00,,,,
1,1/24/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,,,1.00,B,0.00,,,,
1,1/24/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,0830,-10.00,0.00,,0.00,,,,
1,1/24/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,,,1.00,B,0.00,,,,
1,1/24/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1521,64.00,0.00,,0.00,0.00,0.00,0.00,49.00
1,1/24/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,,,1.00,B,0.00,,,,
1,1/24/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0600,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,,,1.00,B,0.00,,,,
