MONTH,FL_DATE,MKT_UNIQUE_CARRIER,MKT_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,1/13/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,2029,-11.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1525,-8.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1707,-13.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2141,-8.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0549,-11.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0943,-7.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1135,-5.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,1010,1025,15.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1220,1222,2.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,0612,-3.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2314,119.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/13/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1720,1737,17.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1517,1544,27.00,0.00,,0.00,21.00,0.00,0.00,0.00
1,1/13/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1720,-17.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,2208,-11.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,1955,-10.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,0830,-10.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,1609,-11.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1407,-10.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1802,-7.00,0.00,,0.00,,,,
1,1/13/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0651,1.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1717,-6.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,1903,-9.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,0532,-17.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0734,-11.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1028,-7.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1210,-14.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2148,-6.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,2029,-11.00,0.00,,1.00,,,,
1,1/14/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1524,-9.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1707,-13.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2142,-7.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0550,-10.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0945,-5.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1130,-10.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,1010,1210,120.00,0.00,,0.00,106.00,0.00,0.00,0.00
1,1/14/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1220,1419,119.00,0.00,,0.00,117.00,0.00,0.00,0.00
1,1/14/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,0609,-6.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2230,75.00,0.00,,0.00,75.00,6.00,0.00,0.00
1,1/14/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1720,1714,-6.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1517,1508,-9.00,0.00,,0.00,,,,
1,1/14/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1958,141.00,0.00,,0.00,0.00,0.00,0.00,117.00
1,1/14/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,2247,28.00,0.00,,0.00,0.00,16.00,0.00,0.00
1,1/14/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,2104,59.00,0.00,,0.00,0.00,63.00,0.00,0.00
1,1/14/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,1003,83.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/14/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,1737,77.00,0.00,,0.00,0.00,21.00,0.00,0.00
1,1/14/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1701,164.00,0.00,,0.00,0.00,0.00,0.00,147.00
1,1/14/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1817,8.00,0.00,,0.00,8.00,12.00,0.00,0.00
1,1/14/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0640,-10.00,0.00,,1.00,,,,
1,1/15/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1717,-6.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,1906,-6.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,1048,299.00,0.00,,0.00,299.00,50.00,0.00,0.00
1,1/15/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,1348,363.00,0.00,,0.00,363.00,36.00,0.00,0.00
1,1/15/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1029,-6.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1219,-5.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2147,-7.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,2052,12.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1527,-6.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1713,-7.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2140,-9.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0552,-8.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,1000,10.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1128,-12.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,1010,1104,54.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/15/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1220,1320,60.00,0.00,,0.00,0.00,33.00,0.00,0.00
1,1/15/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,0612,-3.00,0.00,,0.00,48.00,0.00,0.00,0.00
1,1/15/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2117,2.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1720,1906,106.00,0.00,,0.00,84.00,0.00,0.00,0.00
1,1/15/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1517,1643,86.00,0.00,,0.00,86.00,19.00,0.00,0.00
1,1/15/2026 12:00:00 AM,G4,1245,12223,1222305,32223,14761,1476108,34761,SFB,1413,1427,14.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,G4,1310,11027,1102705,31027,14761,1476108,34761,SFB,1550,1536,-14.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,G4,2851,14761,1476108,34761,12223,1222305,32223,HTS,1130,1127,-3.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,G4,2923,14761,1476108,34761,11027,1102705,31027,CKB,1258,1238,-20.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,G4,504,12223,1222305,32223,11697,1169707,32467,FLL,1953,2005,12.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,G4,509,11697,1169707,32467,12223,1222305,32223,HTS,1633,1658,25.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1813,36.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/15/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,2159,-20.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,1952,-13.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,1214,214.00,0.00,,0.00,214.00,11.00,0.00,0.00
1,1/15/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,1629,9.00,0.00,,0.00,0.00,19.00,0.00,9.00
1,1/15/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1511,54.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/15/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1803,-6.00,0.00,,0.00,,,,
1,1/15/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0649,-1.00,0.00,,0.00,23.00,0.00,0.00,0.00
1,1/16/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1910,107.00,0.00,,0.00,107.00,0.00,0.00,0.00
1,1/16/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,2059,107.00,0.00,,0.00,0.00,0.00,0.00,88.00
1,1/16/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,0547,-2.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0736,-9.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1031,-4.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1222,-2.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2147,-7.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2103,2157,54.00,0.00,,0.00,0.00,0.00,0.00,42.00
1,1/16/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1526,-7.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1707,-13.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2144,-5.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0550,-10.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0942,-8.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1130,-10.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,1010,1005,-5.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1220,1215,-5.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,0622,7.00,0.00,,0.00,7.00,36.00,0.00,0.00
1,1/16/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2111,-4.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1720,1716,-4.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1517,1512,-5.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,G4,1036,12223,1222305,32223,14112,1411206,33195,PIE,2129,2115,-14.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,G4,2626,14112,1411206,33195,12223,1222305,32223,HTS,1843,1832,-11.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1851,74.00,0.00,,0.00,0.00,27.00,0.00,74.00
1,1/16/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,2209,-10.00,0.00,,1.00,,,,
1,1/16/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,2015,10.00,0.00,,0.00,,,,
1,1/16/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,1040,120.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/16/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,1606,-14.00,0.00,,0.00,57.00,0.00,0.00,0.00
1,1/16/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1531,74.00,0.00,,0.00,0.00,4.00,0.00,74.00
1,1/16/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1852,43.00,0.00,,0.00,43.00,40.00,0.00,0.00
1,1/16/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0648,-2.00,0.00,,0.00,15.00,0.00,0.00,0.00
1,1/17/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1801,38.00,0.00,,0.00,16.00,0.00,0.00,11.00
1,1/17/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,1941,29.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0600,0554,-6.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0738,-7.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1030,1027,-3.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1219,1207,-12.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2204,2202,-2.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,1959,2035,36.00,0.00,,0.00,0.00,0.00,0.00,29.00
1,1/17/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1527,-6.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1707,-13.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2229,2221,-8.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0558,-2.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0942,-8.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1127,-13.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,1010,1009,-1.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1220,1214,-6.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,0608,-7.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2027,2021,-6.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1720,1710,-10.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1515,1513,-2.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1753,16.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,2212,-7.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,1955,-10.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,1233,233.00,0.00,,0.00,0.00,0.00,0.00,194.00
1,1/17/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,1610,-10.00,0.00,,0.00,,,,
1,1/17/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1452,35.00,0.00,,0.00,20.00,0.00,0.00,0.00
1,1/17/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,2214,245.00,0.00,,0.00,0.00,0.00,0.00,244.00
1,1/17/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0702,12.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1839,76.00,0.00,,0.00,0.00,0.00,0.00,61.00
1,1/18/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,2012,60.00,0.00,,0.00,0.00,0.00,0.00,46.00
1,1/18/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0600,0554,-6.00,0.00,,0.00,0.00,15.00,0.00,0.00
1,1/18/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0949,124.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/18/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1037,2.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1222,-2.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2148,-6.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,2032,-8.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1537,4.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1711,-9.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2205,16.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0549,-11.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0942,-8.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1130,-10.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,1010,1000,-10.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1220,1214,-6.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,0614,-1.00,0.00,,0.00,55.00,0.00,0.00,0.00
1,1/18/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2025,2018,-7.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1720,1754,34.00,0.00,,0.00,26.00,0.00,0.00,0.00
1,1/18/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1517,1606,49.00,0.00,,0.00,39.00,0.00,0.00,0.00
1,1/18/2026 12:00:00 AM,G4,1245,12223,1222305,32223,14761,1476108,34761,SFB,1413,1453,40.00,0.00,,0.00,36.00,0.00,0.00,0.00
1,1/18/2026 12:00:00 AM,G4,1310,11027,1102705,31027,14761,1476108,34761,SFB,1550,1557,7.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,G4,2823,14761,1476108,34761,11027,1102705,31027,CKB,1258,1306,8.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,G4,2861,14761,1476108,34761,12223,1222305,32223,HTS,1130,1123,-7.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,G4,504,12223,1222305,32223,11697,1169707,32467,FLL,1953,2009,16.00,0.00,,0.00,0.00,0.00,0.00,15.00
1,1/18/2026 12:00:00 AM,G4,509,11697,1169707,32467,12223,1222305,32223,HTS,1633,1705,32.00,0.00,,0.00,0.00,0.00,0.00,25.00
1,1/18/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1727,-10.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,,,1.00,C,0.00,,,,
1,1/18/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,,,1.00,C,0.00,,,,
1,1/18/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,0851,11.00,0.00,,0.00,0.00,29.00,0.00,0.00
1,1/18/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,,,1.00,C,0.00,,,,
1,1/18/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1411,-6.00,0.00,,0.00,,,,
1,1/18/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1953,104.00,0.00,,0.00,0.00,43.00,0.00,0.00
1,1/18/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0649,-1.00,0.00,,0.00,16.00,0.00,0.00,0.00
1,1/19/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1718,-5.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,1858,-14.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,0543,-6.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0737,-8.00,0.00,,0.00,,,,
1,1/19/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1114,39.00,0.00,,0.00,30.00,0.00,0.00,0.00
1,1/19/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1254,30.00,0.00,,0.00,0.00,4.00,0.00,30.00
1,1/19/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,2047,7.00,0.00,,0.00,0.00,14.00,0.00,7.00
